GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;17;2.26;CONSTITUTIVE;
GP1402;14;1.86;CONSTITUTIVE;
GP1403;0;0.0;CONSTITUTIVE;
GP1404;8;1.07;CONSTITUTIVE;
GP1405;11;1.46;CONSTITUTIVE;
GP1406;4;0.53;CONSTITUTIVE;
GP1407;0;0.0;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
