GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;17;2.26;CONSTITUTIVE;
GP1402;31;4.13;CONSTITUTIVE;
GP1403;0;0.0;CONSTITUTIVE;
GP1404;0;0.0;CONSTITUTIVE;
GP1405;3;0.4;CONSTITUTIVE;
GP1406;0;0.0;CONSTITUTIVE;
GP1407;17;2.26;CONSTITUTIVE;
NA;5;0.67;CONSTITUTIVE;
