GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;5;0.67;CONSTITUTIVE;
GP1402;4;0.53;CONSTITUTIVE;
GP1403;1;0.13;CONSTITUTIVE;
GP1404;0;0.0;CONSTITUTIVE;
GP1405;6;0.8;CONSTITUTIVE;
GP1406;0;0.0;CONSTITUTIVE;
GP1407;0;0.0;CONSTITUTIVE;
NA;5;0.67;CONSTITUTIVE;
