GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;20;2.66;CONSTITUTIVE;
GP1402;13;1.73;CONSTITUTIVE;
GP1403;0;0.0;CONSTITUTIVE;
GP1404;7;0.93;CONSTITUTIVE;
GP1405;4;0.53;CONSTITUTIVE;
GP1406;6;0.8;CONSTITUTIVE;
GP1407;1;0.13;CONSTITUTIVE;
NA;23;3.06;CONSTITUTIVE;
