GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;34;4.53;CONSTITUTIVE;
GP1402;27;3.6;CONSTITUTIVE;
GP1403;8;1.07;CONSTITUTIVE;
GP1404;4;0.53;CONSTITUTIVE;
GP1405;8;1.07;CONSTITUTIVE;
GP1406;13;1.73;CONSTITUTIVE;
GP1407;0;0.0;CONSTITUTIVE;
NA;2;0.27;CONSTITUTIVE;
