GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;221;29.43;CONSTITUTIVE;
GP1402;191;25.43;CONSTITUTIVE;
GP1403;70;9.32;CONSTITUTIVE;
GP1404;67;8.92;CONSTITUTIVE;
GP1405;52;6.92;CONSTITUTIVE;
GP1406;50;6.66;CONSTITUTIVE;
GP1407;48;6.39;CONSTITUTIVE;
NA;52;6.92;CONSTITUTIVE;
