GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;2;0.27;CONSTITUTIVE;
GP1202;7;0.95;CONSTITUTIVE;
GP1203;0;0.0;CONSTITUTIVE;
GP1204;0;0.0;CONSTITUTIVE;
GP1205;9;1.22;CONSTITUTIVE;
GP1206;4;0.54;CONSTITUTIVE;
GP1207;0;0.0;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
