GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;6;0.82;CONSTITUTIVE;
GP1202;5;0.68;CONSTITUTIVE;
GP1203;1;0.14;CONSTITUTIVE;
GP1204;0;0.0;CONSTITUTIVE;
GP1205;0;0.0;CONSTITUTIVE;
GP1206;0;0.0;CONSTITUTIVE;
GP1207;1;0.14;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
