GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;14;1.9;CONSTITUTIVE;
GP1202;11;1.49;CONSTITUTIVE;
GP1203;5;0.68;CONSTITUTIVE;
GP1204;0;0.0;CONSTITUTIVE;
GP1205;0;0.0;CONSTITUTIVE;
GP1206;0;0.0;CONSTITUTIVE;
GP1207;0;0.0;CONSTITUTIVE;
NA;3;0.41;CONSTITUTIVE;
