GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;5;0.68;CONSTITUTIVE;
GP1202;3;0.41;CONSTITUTIVE;
GP1203;6;0.82;CONSTITUTIVE;
GP1204;3;0.41;CONSTITUTIVE;
GP1205;1;0.14;CONSTITUTIVE;
GP1206;2;0.27;CONSTITUTIVE;
GP1207;1;0.14;CONSTITUTIVE;
NA;4;0.54;CONSTITUTIVE;
