GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;4;0.54;CONSTITUTIVE;
GP1202;3;0.41;CONSTITUTIVE;
GP1203;2;0.27;CONSTITUTIVE;
GP1204;0;0.0;CONSTITUTIVE;
GP1205;1;0.14;CONSTITUTIVE;
GP1206;0;0.0;CONSTITUTIVE;
GP1207;2;0.27;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
