GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;42;5.71;CONSTITUTIVE;
GP1202;23;3.13;CONSTITUTIVE;
GP1203;12;1.63;CONSTITUTIVE;
GP1204;14;1.9;CONSTITUTIVE;
GP1205;0;0.0;CONSTITUTIVE;
GP1206;8;1.09;CONSTITUTIVE;
GP1207;0;0.0;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
