GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;23;3.13;CONSTITUTIVE;
GP1202;21;2.85;CONSTITUTIVE;
GP1203;2;0.27;CONSTITUTIVE;
GP1204;2;0.27;CONSTITUTIVE;
GP1205;0;0.0;CONSTITUTIVE;
GP1206;1;0.14;CONSTITUTIVE;
GP1207;0;0.0;CONSTITUTIVE;
NA;1;0.14;CONSTITUTIVE;
