2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,,,4.9,,5.199999999999999,5.4,7.1,4.9,7.5,15.666666666666666,10.6,13.700000000000001,13.433333333333332,8.966666666666667,9.9
5.6,6.533333333333334,5.866666666666667,8.166666666666666,8.93,8.633333333333333,8.0,11.733333333333334,11.733333333333334,12.066666666666668,6.733333333333333,11.166666666666666,11.566666666666668,9.666666666666666,10.166666666666666,9.200000000000001
,,,5.5,6.4,8.466666666666667,7.833333333333333,8.5,8.866666666666667,9.233333333333333,6.933333333333334,9.6,10.5,12.166666666666666,13.233333333333334,13.666666666666666
,,,,4.566666666666666,,4.8,8.6,9.866666666666667,7.016666666666667,9.266666666666667,10.4,11.200000000000001,9.366666666666667,9.6,8.799999999999999
,5.0,5.1,9.433333333333334,11.666666666666666,8.933333333333334,8.066666666666666,8.200000000000001,11.566666666666668,9.166666666666666,10.6,8.083333333333334,10.166666666666666,10.200000000000001,11.666666666666666,10.466666666666667
,,7.366666666666667,7.7,9.066666666666666,10.266666666666667,8.0,7.6000000000000005,10.266666666666667,8.166666666666666,9.0,13.166666666666666,14.333333333333334,9.0,9.066666666666666,11.333333333333334
,,,,5.0,5.0,,6.0,11.766666666666666,7.666666666666667,8.666666666666666,12.233333333333334,9.366666666666667,8.566666666666666,14.4,9.766666666666667
,,6.133333333333333,8.4,10.033333333333333,7.5,9.166666666666666,8.299999999999999,10.133333333333333,8.6,10.733333333333334,11.799999999999999,12.0,11.0,10.133333333333333,7.333333333333333
,9.1,8.566666666666666,11.833333333333334,7.633333333333333,10.466666666666667,11.066666666666668,11.066666666666668,7.733333333333333,8.666666666666666,10.633333333333333,12.166666666666666,12.033333333333333,9.416666666666666,10.4,8.549999999999999
,,,,,,,6.15,5.35,9.066666666666666,7.533333333333334,9.333333333333334,10.933333333333332,7.6000000000000005,7.966666666666666,8.9
4.9,8.266666666666667,9.1,6.233333333333333,6.6,9.266666666666667,7.599999999999999,8.166666666666666,10.633333333333333,7.5,7.166666666666667,9.066666666666666,9.366666666666667,10.333333333333334,11.133333333333333,11.033333333333333
,,7.3,6.566666666666666,8.6,7.533333333333334,9.666666666666666,8.833333333333334,7.2,7.833333333333333,8.733333333333333,13.0,18.066666666666666,11.166666666666666,9.333333333333332,11.0
5.366666666666667,6.433333333333334,10.200000000000001,8.450000000000001,6.766666666666667,8.6,9.666666666666666,9.799999999999999,10.0,10.049999999999999,9.700000000000001,12.6,9.666666666666666,11.0,10.333333333333334,11.066666666666668
