GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;29;3.86;CONSTITUTIVE;
SD;16;2.13;CONSTITUTIVE;
ECR;1;0.13;CONSTITUTIVE;
ALDE;7;0.93;CONSTITUTIVE;
GUENGL;6;0.8;CONSTITUTIVE;
GREENSEFA;25;3.33;CONSTITUTIVE;
ENF;11;1.46;CONSTITUTIVE;
NA;1;0.13;CONSTITUTIVE;
