GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;8;1.07;CONSTITUTIVE;
SD;2;0.27;CONSTITUTIVE;
ECR;1;0.13;CONSTITUTIVE;
GUENGL;6;0.8;CONSTITUTIVE;
NA;4;0.53;CONSTITUTIVE;
