GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;4;0.53;CONSTITUTIVE;
SD;3;0.4;CONSTITUTIVE;
ECR;3;0.4;CONSTITUTIVE;
ALDE;4;0.53;CONSTITUTIVE;
GUENGL;1;0.13;CONSTITUTIVE;
GREENSEFA;3;0.4;CONSTITUTIVE;
ENF;3;0.4;CONSTITUTIVE;
