GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;8;1.07;CONSTITUTIVE;
SD;5;0.67;CONSTITUTIVE;
ALDE;21;2.8;CONSTITUTIVE;
GUENGL;6;0.8;CONSTITUTIVE;
GREENSEFA;12;1.6;CONSTITUTIVE;
ENF;22;2.93;CONSTITUTIVE;
