GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;182;24.23;CONSTITUTIVE;
SD;154;20.51;CONSTITUTIVE;
ECR;62;8.26;CONSTITUTIVE;
ALDE;108;14.38;CONSTITUTIVE;
GUENGL;41;5.46;CONSTITUTIVE;
GREENSEFA;74;9.85;CONSTITUTIVE;
ENF;73;9.72;CONSTITUTIVE;
NA;57;7.59;CONSTITUTIVE;
