GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;13;1.73;CONSTITUTIVE;
SD;5;0.67;CONSTITUTIVE;
ALDE;2;0.27;CONSTITUTIVE;
NA;1;0.13;CONSTITUTIVE;
