GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;4;0.53;CONSTITUTIVE;
SD;3;0.4;CONSTITUTIVE;
ECR;2;0.27;CONSTITUTIVE;
ALDE;2;0.27;CONSTITUTIVE;
NA;2;0.27;CONSTITUTIVE;
