GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;14;1.86;CONSTITUTIVE;
SD;10;1.33;CONSTITUTIVE;
ALDE;8;1.07;CONSTITUTIVE;
