GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;2;0.27;CONSTITUTIVE;
SD;2;0.27;CONSTITUTIVE;
ECR;2;0.27;CONSTITUTIVE;
ALDE;1;0.13;CONSTITUTIVE;
GREENSEFA;1;0.13;CONSTITUTIVE;
