GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;17;2.26;CONSTITUTIVE;
SD;8;1.07;CONSTITUTIVE;
ECR;26;3.46;CONSTITUTIVE;
